Campaign,Date,City/Location,Channel,Device,Ad,Impressions,"CTR, %",Clicks,Daily Average CPC,"Spend, INR",Conversions,"Total conversion value, INR",Likes (Reactions),Shares,Comments
Spice Bazaar ,10/5/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7134,7.6%,243,111,5187,7,676,113,40,13
Spice Bazaar ,10/6/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,4699,6.3%,132,141,3550,7,0,80,51,7
Spice Bazaar ,10/7/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7874,5.6%,196,92,3448,10,676,93,54,13
Spice Bazaar ,10/8/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6220,7.3%,204,62,2401,3,4868,64,67,27
Spice Bazaar ,10/9/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7293,7.7%,252,65,3111,14,1932,62,67,3
Spice Bazaar ,10/10/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5898,8.8%,232,136,6021,7,1159,91,47,23
Spice Bazaar ,10/11/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7485,6.2%,207,108,4250,0,3381,47,69,20
Spice Bazaar ,10/12/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6934,7.1%,219,31,1313,7,31645,84,69,23
Spice Bazaar ,1/27/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8392,7.9%,294,88,4944,3,28196,103,36,33
Spice Bazaar ,1/28/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6494,8.7%,252,34,1650,3,11765,62,11,20
Spice Bazaar ,1/29/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6083,9.7%,263,126,6355,7,19068,62,67,37
Spice Bazaar ,1/30/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6723,6.9%,207,132,5218,0,2415,44,40,17
Spice Bazaar ,1/31/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6871,9.5%,291,122,6812,0,18865,52,27,27
Spice Bazaar ,2/1/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5520,7.8%,192,35,1293,7,1642,77,56,27
Spice Bazaar ,2/2/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7093,8.7%,274,43,2253,7,2222,53,71,23
Spice Bazaar ,2/3/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,4655,9.9%,205,19,727,3,11833,106,56,0
Spice Bazaar ,2/4/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5676,6.7%,171,113,3702,3,4443,69,20,20
Spice Bazaar ,2/5/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6001,9.7%,258,106,5222,3,12036,80,42,27
Spice Bazaar ,2/6/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7226,10.1%,326,123,7680,14,869,116,69,20
Spice Bazaar ,2/7/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5813,9.6%,249,96,4566,7,2415,76,11,37
Spice Bazaar ,2/8/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5062,9.6%,216,53,2179,0,1063,81,45,23
Spice Bazaar ,2/9/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6334,7.3%,207,86,3415,3,14673,82,51,23
Spice Bazaar ,2/10/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5421,7.5%,182,42,1467,10,483,93,49,10
Spice Bazaar ,2/11/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7041,8.2%,256,83,4069,7,3284,42,16,20
Spice Bazaar ,2/12/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7015,7.5%,236,27,1236,0,11901,52,11,33
Spice Bazaar ,2/13/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8373,8.1%,302,74,4300,3,3574,57,62,37
Spice Bazaar ,2/14/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8706,9.3%,361,123,8516,3,1739,76,65,37
Spice Bazaar ,2/15/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5768,8.6%,221,66,2815,7,7167,49,22,30
Spice Bazaar ,2/16/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5768,9.7%,248,76,3625,0,1449,58,80,27
Spice Bazaar ,2/17/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7444,10.0%,331,43,2722,0,2801,84,67,10
Spice Bazaar ,2/18/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8044,8.0%,287,140,7675,3,1063,48,45,10
Spice Bazaar ,2/19/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6730,9.8%,294,59,3305,7,4260,68,67,20
Spice Bazaar ,11/6/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,4936,8.9%,195,73,2734,3,1256,62,62,33
Spice Bazaar ,11/7/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8517,8.4%,317,72,4391,7,3767,85,71,30
Spice Bazaar ,11/8/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7755,7.3%,252,76,3681,0,4154,49,36,20
Spice Bazaar ,11/9/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6867,9.3%,285,55,2986,10,4830,84,78,10
Spice Bazaar ,11/10/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8469,7.5%,285,16,853,7,3574,95,47,7
Spice Bazaar ,11/11/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5976,9.3%,248,78,3711,10,1449,79,54,27
Spice Bazaar ,11/12/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7437,8.9%,294,102,5713,17,386,43,69,30
Spice Bazaar ,12/26/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5206,8.3%,193,107,3929,7,1546,63,58,20
Spice Bazaar ,12/27/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7152,10.0%,319,100,6092,10,6288,112,74,20
Spice Bazaar ,12/28/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6989,7.7%,240,11,494,10,3284,76,67,27
Spice Bazaar ,12/29/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7248,6.9%,223,64,2709,14,4801,121,71,7
Spice Bazaar ,12/30/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7522,9.0%,302,66,3842,10,1159,107,20,10
Spice Bazaar ,12/31/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7511,7.2%,241,62,2840,10,4733,63,60,10
Spice Bazaar ,11/17/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6046,9.4%,254,35,1708,17,5274,85,33,23
Spice Bazaar ,11/18/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7522,7.0%,235,69,3115,7,1932,80,33,30
Spice Bazaar ,11/19/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7900,7.3%,259,34,1694,14,2318,77,56,3
Spice Bazaar ,11/20/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5757,7.0%,180,81,2787,17,17377,58,25,0
Spice Bazaar ,11/21/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7356,6.8%,224,19,798,7,8790,106,18,40
Spice Bazaar ,11/22/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8025,9.5%,340,65,4265,3,12780,85,27,17
Spice Bazaar ,11/23/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6360,8.7%,247,35,1662,7,3188,63,18,23
Spice Bazaar ,11/24/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,4877,10.6%,231,84,3714,14,4868,34,29,13
Spice Bazaar ,11/25/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5668,9.2%,231,82,3637,3,4250,57,87,17
Spice Bazaar ,11/26/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6523,7.0%,205,63,2453,10,10886,54,40,10
Spice Bazaar ,11/27/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7060,6.7%,212,90,3652,10,5023,89,65,37
Spice Bazaar ,11/28/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5169,6.2%,144,80,2206,10,2222,79,49,13
Spice Bazaar ,11/29/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5731,5.9%,150,24,704,17,3864,106,29,7
Spice Bazaar ,11/30/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7012,8.3%,258,101,4970,14,22111,97,38,37
Spice Bazaar ,12/1/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6712,10.0%,300,110,6334,21,5342,97,67,27
Spice Bazaar ,12/2/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5317,9.7%,229,74,3256,10,4868,53,65,20
Spice Bazaar ,12/5/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5106,9.1%,207,69,2754,17,6694,79,71,13
Spice Bazaar ,12/6/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6198,9.7%,268,116,5973,21,21570,55,71,33
Spice Bazaar ,12/7/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7174,9.0%,286,18,965,7,5477,108,89,27
Spice Bazaar ,12/8/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7629,7.8%,265,91,4615,10,4154,91,51,13
Spice Bazaar ,12/9/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6886,8.6%,263,131,6583,10,11022,39,62,3
Spice Bazaar ,12/10/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5395,8.5%,205,23,918,7,3188,74,85,20
Spice Bazaar ,12/11/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7337,7.0%,229,22,984,17,5892,50,78,0
Spice Bazaar ,12/12/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7222,9.2%,295,108,6068,17,5892,64,38,3
Spice Bazaar ,12/13/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8014,7.8%,279,23,1251,17,7844,82,18,7
Spice Bazaar ,12/14/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,5916,7.1%,188,66,2397,21,966,73,18,23
Spice Bazaar ,12/15/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7037,6.3%,197,23,886,10,5747,86,49,30
Spice Bazaar ,12/16/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,4888,7.9%,172,66,2190,10,16228,96,27,7
Spice Bazaar ,12/17/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,4877,6.3%,137,120,3146,10,2415,75,69,23
Spice Bazaar ,12/18/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,6856,10.0%,305,12,684,10,6965,86,31,30
Spice Bazaar ,12/19/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,8188,6.3%,231,110,4892,17,13591,111,85,27
Spice Bazaar ,12/20/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7008,9.1%,283,110,5982,10,1835,76,56,20
Spice Bazaar ,12/21/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7611,8.8%,299,84,4807,14,6356,69,47,27
Spice Bazaar ,12/22/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7356,9.5%,310,63,3714,7,16228,68,29,30
Spice Bazaar ,12/23/2023,Ahmedabad,YouTube,Smartphone,Exclusive Sale,7600,6.7%,227,59,2545,7,22246,97,18,33
Festival Delight,3/24/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6502,8.5%,245,120,5639,21,4637,22,31,20
Festival Delight,3/25/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7030,9.9%,309,36,2139,10,2705,31,16,23
Festival Delight,3/26/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5870,10.2%,267,101,5151,10,11224,37,51,10
Festival Delight,3/27/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6488,10.4%,301,113,6538,10,13591,44,2,23
Festival Delight,3/28/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4755,9.6%,204,85,3316,7,3960,58,20,20
Festival Delight,3/29/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6460,9.6%,275,53,2782,7,4540,60,36,20
Festival Delight,3/30/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7075,6.4%,202,89,3431,3,1739,41,47,3
Festival Delight,3/31/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5990,10.2%,271,100,5179,3,97,34,20,27
Festival Delight,4/1/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4542,11.0%,223,22,960,3,4154,60,27,20
Festival Delight,4/2/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7369,8.0%,261,91,4544,0,6153,63,31,7
Festival Delight,4/3/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6775,8.3%,251,22,1032,14,2318,17,7,30
Festival Delight,4/4/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6844,8.4%,255,81,3957,14,11495,31,33,23
Festival Delight,4/5/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5395,6.1%,146,15,411,10,966,54,47,10
Festival Delight,4/6/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5480,10.5%,257,54,2644,7,7167,54,45,27
Festival Delight,4/7/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6254,10.5%,292,85,4750,7,10210,70,27,23
Festival Delight,4/8/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7325,7.7%,253,88,4260,17,1932,53,4,27
Festival Delight,1/27/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5287,9.6%,227,109,4746,17,19338,59,45,13
Festival Delight,1/28/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7031,8.3%,260,13,633,10,15417,60,9,13
Festival Delight,1/29/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7034,7.5%,235,98,4399,17,5120,46,40,3
Festival Delight,1/30/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5853,7.9%,205,118,4637,14,7979,73,45,27
Festival Delight,1/31/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5287,9.6%,225,119,5143,10,8925,86,36,20
Festival Delight,2/1/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6513,6.0%,175,23,787,7,15349,37,16,20
Festival Delight,2/2/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5093,8.1%,184,102,3578,7,21570,26,54,30
Festival Delight,2/3/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6261,11.4%,317,28,1722,7,869,47,2,17
Festival Delight,2/4/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6348,7.3%,206,100,3940,17,12982,38,40,17
Festival Delight,2/5/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7803,8.4%,291,102,5653,7,4733,42,31,17
Festival Delight,2/6/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5966,9.7%,257,89,4374,3,14267,43,20,30
Festival Delight,2/7/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5826,10.4%,269,10,504,10,8114,16,20,10
Festival Delight,2/8/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5875,5.9%,156,22,640,14,6085,68,36,10
Festival Delight,2/9/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7281,6.5%,211,113,4572,10,5139,52,40,13
Festival Delight,2/10/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5727,9.7%,248,20,928,17,15011,74,9,20
Festival Delight,2/11/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6298,7.6%,215,124,5102,14,4154,62,0,37
Festival Delight,2/12/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5867,9.6%,250,0,0,7,27182,86,11,27
Festival Delight,2/13/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6482,10.3%,297,105,5938,0,9737,42,2,17
Festival Delight,2/14/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5697,9.2%,234,27,1225,14,24951,33,25,20
Festival Delight,2/15/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6172,11.6%,318,114,6970,3,5120,59,29,3
Festival Delight,2/16/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6404,7.8%,223,6,250,14,17377,37,7,23
Festival Delight,2/17/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6194,7.8%,215,74,3062,17,4347,27,22,17
Festival Delight,2/18/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4621,7.6%,158,88,2653,10,4395,23,38,17
Festival Delight,2/19/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5415,8.8%,211,67,2728,10,5892,42,7,20
Festival Delight,5/3/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4387,5.7%,111,20,416,7,5139,54,16,10
Festival Delight,5/4/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7301,11.4%,372,13,904,7,3477,37,22,33
Festival Delight,5/5/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4972,10.6%,235,14,616,7,22854,70,45,23
Festival Delight,5/6/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5794,10.1%,260,14,681,3,13118,81,22,23
Festival Delight,5/7/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7088,9.8%,308,119,7040,14,28264,59,2,23
Festival Delight,5/8/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6262,10.6%,295,115,6512,14,4327,28,42,30
Festival Delight,5/9/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7188,10.7%,342,113,7419,14,193,92,7,23
Festival Delight,5/10/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7278,10.5%,340,99,6416,7,4443,75,56,10
Festival Delight,5/11/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4999,10.3%,229,97,4237,3,27047,75,42,27
Festival Delight,5/12/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5712,7.3%,186,74,2642,10,4598,47,9,17
Festival Delight,5/13/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6828,9.9%,300,69,3988,10,10075,90,7,13
Festival Delight,5/14/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6652,11.5%,340,31,2037,10,18865,50,54,7
Festival Delight,5/15/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4685,8.8%,184,69,2443,10,4057,89,29,10
Festival Delight,5/16/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5142,7.4%,171,61,1980,0,4666,105,7,23
Festival Delight,5/17/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6640,5.3%,158,150,4519,7,4666,70,4,17
Festival Delight,5/18/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6962,8.2%,255,92,4477,10,12239,60,33,30
Festival Delight,5/19/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7359,8.9%,292,72,4045,0,10886,54,18,37
Festival Delight,5/20/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5562,7.0%,173,69,2303,10,40908,65,40,7
Festival Delight,5/21/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6155,7.0%,193,51,1880,14,29278,96,33,13
Festival Delight,5/22/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6331,9.8%,277,109,5802,7,7641,71,18,20
Festival Delight,5/23/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5678,9.8%,248,28,1347,14,32659,87,16,30
Festival Delight,5/24/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6077,8.2%,222,34,1455,7,26168,49,54,20
Festival Delight,5/25/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6621,9.4%,278,31,1663,0,29887,47,38,30
Festival Delight,5/26/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6444,7.7%,221,87,3682,3,36513,53,42,10
Festival Delight,5/27/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4644,10.9%,226,109,4737,3,34755,46,36,27
Festival Delight,5/28/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6477,5.6%,163,89,2770,7,18054,54,33,7
Festival Delight,5/29/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6881,8.1%,247,104,4898,3,12982,87,20,17
Festival Delight,5/30/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6333,8.9%,251,149,7150,7,6085,65,40,27
Festival Delight,5/31/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4202,9.5%,177,130,4409,10,31645,39,11,33
Festival Delight,6/1/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5396,9.8%,236,134,6050,10,14064,93,13,23
Festival Delight,6/2/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7154,7.1%,226,32,1397,3,17783,41,54,17
Festival Delight,6/3/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5852,8.7%,227,30,1317,7,3091,85,9,13
Festival Delight,12/26/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6871,10.3%,316,52,3133,3,10210,84,13,37
Festival Delight,12/27/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6462,8.6%,246,132,6224,0,1449,52,36,20
Festival Delight,12/28/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7447,6.8%,227,80,3485,14,5699,76,4,40
Festival Delight,12/29/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5395,6.5%,157,100,3002,7,13997,73,18,30
Festival Delight,12/30/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7129,7.8%,248,34,1623,7,25627,73,49,23
Festival Delight,12/31/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5900,10.0%,262,106,5295,17,5747,91,27,20
Festival Delight,11/17/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5275,10.7%,251,56,2675,3,4926,85,13,30
Festival Delight,11/18/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6094,8.8%,238,133,6052,17,22990,47,20,20
Festival Delight,11/19/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6523,8.6%,249,126,6003,3,8452,81,67,17
Festival Delight,11/20/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5591,7.9%,196,37,1391,0,4540,79,27,10
Festival Delight,11/21/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6852,6.9%,212,114,4643,7,4926,77,38,17
Festival Delight,11/22/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6267,10.5%,294,103,5772,7,5313,77,45,30
Festival Delight,11/23/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5551,8.4%,208,55,2179,10,2125,74,7,7
Festival Delight,11/24/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6804,6.5%,198,150,5679,10,5409,52,13,30
Festival Delight,11/25/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5517,10.6%,260,72,3598,10,18527,66,54,20
Festival Delight,11/26/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7802,10.5%,366,119,8348,3,4540,93,29,27
Festival Delight,11/27/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4854,9.3%,201,87,3354,7,5023,68,54,20
Festival Delight,11/28/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4699,9.0%,188,54,1931,7,1352,75,38,10
Festival Delight,11/29/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,7835,8.2%,285,56,3036,10,32726,52,18,13
Festival Delight,11/30/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5512,8.0%,197,120,4523,7,8587,90,45,13
Heritage Exclusive Sale,12/1/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,3478,8.2%,126,106,2554,10,6694,74,65,37
Heritage Exclusive Sale,12/2/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4151,6.8%,127,73,1777,3,15214,82,4,40
Heritage Exclusive Sale,6/26/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5144,8.9%,203,113,4407,14,11089,76,20,30
Heritage Exclusive Sale,6/27/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5306,8.3%,196,23,882,14,24545,89,36,33
Heritage Exclusive Sale,6/28/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4370,6.8%,133,29,748,21,14605,48,76,27
Heritage Exclusive Sale,6/29/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,3555,9.0%,142,72,1965,7,9669,54,49,13
Heritage Exclusive Sale,6/30/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5333,9.0%,214,136,5568,21,16634,103,22,13
Heritage Exclusive Sale,7/1/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6147,6.1%,167,19,593,21,4936,57,38,20
Heritage Exclusive Sale,7/2/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4807,8.1%,173,26,871,21,12036,62,33,10
Heritage Exclusive Sale,7/3/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5537,7.4%,183,96,3347,7,17716,68,4,27
Heritage Exclusive Sale,7/4/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5736,8.9%,226,65,2796,3,13591,98,22,27
Heritage Exclusive Sale,7/5/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4167,6.7%,125,68,1640,17,4057,50,4,17
Heritage Exclusive Sale,7/6/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,3595,9.9%,158,68,2070,17,26776,44,29,37
Heritage Exclusive Sale,7/7/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5493,7.3%,179,69,2373,7,4463,63,31,17
Heritage Exclusive Sale,7/8/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5067,9.8%,221,58,2434,7,10278,102,13,37
Heritage Exclusive Sale,7/9/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4392,6.7%,131,43,1079,17,4463,68,27,40
Heritage Exclusive Sale,7/10/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4568,9.4%,191,45,1640,14,10819,48,31,23
Heritage Exclusive Sale,7/11/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6035,6.6%,177,58,1957,7,9602,34,45,23
Heritage Exclusive Sale,7/12/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5929,8.5%,223,135,5768,7,5815,76,56,30
Heritage Exclusive Sale,7/13/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,3675,8.0%,130,50,1243,17,22787,76,56,37
Heritage Exclusive Sale,7/14/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6412,8.8%,252,48,2308,21,9263,92,62,17
Heritage Exclusive Sale,7/15/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4051,8.5%,154,38,1121,10,13591,42,18,27
Heritage Exclusive Sale,7/16/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5809,6.8%,176,122,4114,3,15619,49,18,13
Heritage Exclusive Sale,7/17/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5025,6.7%,150,86,2468,17,483,71,62,27
Heritage Exclusive Sale,7/18/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6477,10.5%,302,106,6106,7,7911,81,36,23
Heritage Exclusive Sale,7/19/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4242,9.3%,175,72,2424,17,12712,95,51,43
Heritage Exclusive Sale,7/20/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,5597,7.2%,181,57,1962,17,33741,38,16,20
Heritage Exclusive Sale,7/21/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,3714,5.8%,96,48,878,21,6356,65,58,40
Heritage Exclusive Sale,7/22/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,4428,7.9%,156,57,1692,7,23125,57,69,40
Heritage Exclusive Sale,7/23/2023,Varanasi,YouTube,Smartphone,Exclusive Sale,6139,8.5%,233,33,1480,10,18933,66,67,40
